example_id,sentence,source_text,source_norm,source_type,relation,target_text,target_norm,target_type
871,Co-modulation of an allosteric modulator of nicotinic receptor-cholinesterase inhibitor ( galantamine ) and a 5-HT4 receptor agonist ( RS-67333 ) : effect on scopolamine-induced memory deficit in the mouse .,RS-67333,rs-67333,drug,hyponym_of,5-HT4 receptor agonist,5-ht4 receptor agonist,drug
873,"We investigated here whether a combination of the nicotinic receptor allosteric modulator / cholinesterase inhibitor galantamine can act synergistically with the type 4 serotonin receptor ( 5-HT4R ) partial agonist , RS-67333 , to counterbalance deficits in short - and long-term memory .",5-HT4R,5-ht4r,gene,abbreviation_for,type 4 serotonin receptor,type 4 serotonin receptor,gene
879,"The effectiveness and safety of Kami Guibi-tang for mild cognitive impairment : study protocol of a pilot , randomized , placebo-controlled , double-blind trial . BACKGROUND : Mild cognitive impairment ( MCI ) is an intermediate phase between normal aging and dementia .",Kami Guibi-tang,kami guibi-tang,drug,treatment_for,mild cognitive impairment,mild cognitive impairment,disease
879,"The effectiveness and safety of Kami Guibi-tang for mild cognitive impairment : study protocol of a pilot , randomized , placebo-controlled , double-blind trial . BACKGROUND : Mild cognitive impairment ( MCI ) is an intermediate phase between normal aging and dementia .",Kami Guibi-tang,kami guibi-tang,drug,treatment_for,Mild cognitive impairment,mild cognitive impairment,disease
879,"The effectiveness and safety of Kami Guibi-tang for mild cognitive impairment : study protocol of a pilot , randomized , placebo-controlled , double-blind trial . BACKGROUND : Mild cognitive impairment ( MCI ) is an intermediate phase between normal aging and dementia .",MCI,mci,disease,abbreviation_for,Mild cognitive impairment,mild cognitive impairment,disease
880,"Since a majority of amnestic MCI ( aMCI ) cases progress to Alzheimer's disease ( AD ) , it is considered the prodromal stage of AD and , therefore , a treatment target for the prevention of further cognitive decline .",aMCI,amci,disease,abbreviation_for,amnestic MCI,amnestic mci,disease
880,"Since a majority of amnestic MCI ( aMCI ) cases progress to Alzheimer's disease ( AD ) , it is considered the prodromal stage of AD and , therefore , a treatment target for the prevention of further cognitive decline .",AD,ad,disease,abbreviation_for,Alzheimer's disease,alzheimer's disease,disease
882,"Kami Guibi-tang ( KGT ) is a herbal drug used in Korean medicine to treat amnesia , insomnia , loss of appetite , and depression .",Kami Guibi-tang,kami guibi-tang,drug,treatment_for,amnesia,amnesia,disease
882,"Kami Guibi-tang ( KGT ) is a herbal drug used in Korean medicine to treat amnesia , insomnia , loss of appetite , and depression .",Kami Guibi-tang,kami guibi-tang,drug,treatment_for,insomnia,insomnia,disease
882,"Kami Guibi-tang ( KGT ) is a herbal drug used in Korean medicine to treat amnesia , insomnia , loss of appetite , and depression .",Kami Guibi-tang,kami guibi-tang,drug,treatment_for,depression,depression,disease
882,"Kami Guibi-tang ( KGT ) is a herbal drug used in Korean medicine to treat amnesia , insomnia , loss of appetite , and depression .",Kami Guibi-tang,kami guibi-tang,drug,hyponym_of,herbal drug,herbal drug,drug
882,"Kami Guibi-tang ( KGT ) is a herbal drug used in Korean medicine to treat amnesia , insomnia , loss of appetite , and depression .",Kami Guibi-tang,kami guibi-tang,drug,treatment_for,loss of appetite,loss of appetite,disease
882,"Kami Guibi-tang ( KGT ) is a herbal drug used in Korean medicine to treat amnesia , insomnia , loss of appetite , and depression .",KGT,kgt,drug,abbreviation_for,Kami Guibi-tang,kami guibi-tang,drug
882,"Kami Guibi-tang ( KGT ) is a herbal drug used in Korean medicine to treat amnesia , insomnia , loss of appetite , and depression .",herbal drug,herbal drug,drug,treatment_for,amnesia,amnesia,disease
882,"Kami Guibi-tang ( KGT ) is a herbal drug used in Korean medicine to treat amnesia , insomnia , loss of appetite , and depression .",herbal drug,herbal drug,drug,treatment_for,insomnia,insomnia,disease
882,"Kami Guibi-tang ( KGT ) is a herbal drug used in Korean medicine to treat amnesia , insomnia , loss of appetite , and depression .",herbal drug,herbal drug,drug,treatment_for,depression,depression,disease
885,"The primary outcomes will be changes in Seoul Neuropsychological Screening Battery ( SNSB ) scores , and magnetic resonance imaging ( MRI ) measurements including those of brain metabolites , neurotransmitters , and cerebral blood flow .",SNSB,snsb,method,abbreviation_for,Seoul Neuropsychological Screening Battery,seoul neuropsychological screening battery,method
885,"The primary outcomes will be changes in Seoul Neuropsychological Screening Battery ( SNSB ) scores , and magnetic resonance imaging ( MRI ) measurements including those of brain metabolites , neurotransmitters , and cerebral blood flow .",MRI,mri,method,abbreviation_for,magnetic resonance imaging,magnetic resonance imaging,method
887,DISCUSSION : This study will be the first clinical trial to identify the therapeutic potential of Kami Guibi-tang for amnestic MCI .,Kami Guibi-tang,kami guibi-tang,drug,treatment_for,amnestic,amnestic,disease
888,The findings will provide insight into the feasibility of large-scale trials to gather evidence for KGT as a treatment for MCI .,KGT,kgt,method,treatment_for,MCI,mci,disease
892,The aim of this study was to describe sex differences in neuropsychiatric symptoms ( NPSs ) in patients with Alzheimer's disease ( AD ) .,NPSs,npss,disease,abbreviation_for,neuropsychiatric symptoms,neuropsychiatric symptoms,disease
892,The aim of this study was to describe sex differences in neuropsychiatric symptoms ( NPSs ) in patients with Alzheimer's disease ( AD ) .,AD,ad,disease,abbreviation_for,Alzheimer's disease,alzheimer's disease,disease
893,"Baseline scores on the Cohen-Mansfield Agitation Inventory , Neurobehavioral Rating Scale-Agitation subscale , and the Neuropsychiatric Inventory from patients with AD enrolled in a multicenter trial of citalopram for the treatment of agitation were analyzed .",citalopram,citalopram,drug,treatment_for,agitation,agitation,disease
899,Cognitive deficits are often associated with neurodegenerative diseases .,Cognitive deficits,cognitive deficits,disease,associated_with,neurodegenerative diseases,neurodegenerative diseases,disease
900,"Remarkably , in the absence of consensus biomarkers , diagnosis of diseases such as Alzheimer's still relies on cognitive tests .",cognitive tests,cognitive tests,method,help_diagnose,Alzheimer's,alzheimer's,disease
903,"Based on recent data , the mammalian target of rapamycin ( mTOR ) pathway arises as a versatile player whose modulation may impact on mechanisms of both neuroprotection and cognition .",mTOR,mtor,drug,abbreviation_for,rapamycin,rapamycin,drug
905,"In fact , G-protein-coupled receptors ( GPCRs ) remain the most common ' druggable ' targets and as such pharmacological manipulation of GPCRs with selective ligands may modulate phosphatidylinositol-4 , 5-bisphosphate 3-kinase ( PI3K ) , mitogen-activated protein ( MAP ) kinase and mTOR signaling pathways .",GPCRs,gpcrs,gene,abbreviation_for,G-protein-coupled receptors,g-protein-coupled receptors,gene
905,"In fact , G-protein-coupled receptors ( GPCRs ) remain the most common ' druggable ' targets and as such pharmacological manipulation of GPCRs with selective ligands may modulate phosphatidylinositol-4 , 5-bisphosphate 3-kinase ( PI3K ) , mitogen-activated protein ( MAP ) kinase and mTOR signaling pathways .",PI3K,pi3k,gene,abbreviation_for,"phosphatidylinositol-4 , 5-bisphosphate 3-kinase","phosphatidylinositol-4 , 5-bisphosphate 3-kinase",gene
905,"In fact , G-protein-coupled receptors ( GPCRs ) remain the most common ' druggable ' targets and as such pharmacological manipulation of GPCRs with selective ligands may modulate phosphatidylinositol-4 , 5-bisphosphate 3-kinase ( PI3K ) , mitogen-activated protein ( MAP ) kinase and mTOR signaling pathways .",MAP,map,gene,abbreviation_for,mitogen-activated protein,mitogen-activated protein,gene
906,"Thus , GPCRs become important targets for potential drug treatments in different neurodegenerative disorders including , but not limited to , Alzheimer's disease .",GPCRs,gpcrs,gene,treatment_target_for,neurodegenerative disorders,neurodegenerative disorders,disease
906,"Thus , GPCRs become important targets for potential drug treatments in different neurodegenerative disorders including , but not limited to , Alzheimer's disease .",GPCRs,gpcrs,gene,treatment_target_for,Alzheimer's disease,alzheimer's disease,disease
910,Inhibition of endocytosis in an Alzheimer's disease ( AD ) model has been shown to be able to prevent amyloid beta ( Abeta ) - induced damage and to exert a beneficial effect in treating AD .,AD,ad,disease,abbreviation_for,Alzheimer's disease,alzheimer's disease,disease
910,Inhibition of endocytosis in an Alzheimer's disease ( AD ) model has been shown to be able to prevent amyloid beta ( Abeta ) - induced damage and to exert a beneficial effect in treating AD .,Abeta,abeta,gene,abbreviation_for,amyloid beta,amyloid beta,gene
911,"Adaptor-associated kinase 1 ( AAK1 ) , which binds to the adaptor protein complex 2 ( AP-2 ) , regulates the process of clathrin-mediated endocytosis .",AAK1,aak1,gene,abbreviation_for,Adaptor-associated kinase 1,adaptor-associated kinase 1,gene
911,"Adaptor-associated kinase 1 ( AAK1 ) , which binds to the adaptor protein complex 2 ( AP-2 ) , regulates the process of clathrin-mediated endocytosis .",AP-2,ap-2,gene,abbreviation_for,adaptor protein complex 2,adaptor protein complex 2,gene
920,"Thus , periodic variation in AAK1 expression is closely correlated to the decline in cognition , and AAK1 might be a suitable indicator for Alzheimer's disease .",AAK1,aak1,gene,associated_with,decline in cognition,decline in cognition,disease
920,"Thus , periodic variation in AAK1 expression is closely correlated to the decline in cognition , and AAK1 might be a suitable indicator for Alzheimer's disease .",AAK1,aak1,gene,help_diagnose,Alzheimer's disease,alzheimer's disease,disease
922,"BACKGROUND : Approximately 25 % of the general population carries at least one epsilon4 allele of the Apolipoprotein E ( APOE epsilon4 ) , the strongest genetic risk factor for late onset Alzheimer's disease .",Apolipoprotein E,apolipoprotein e,gene,risk_factor_of,Alzheimer's disease,alzheimer's disease,disease
922,"BACKGROUND : Approximately 25 % of the general population carries at least one epsilon4 allele of the Apolipoprotein E ( APOE epsilon4 ) , the strongest genetic risk factor for late onset Alzheimer's disease .",APOE epsilon4,apoe epsilon4,gene,abbreviation_for,Apolipoprotein E,apolipoprotein e,gene
922,"BACKGROUND : Approximately 25 % of the general population carries at least one epsilon4 allele of the Apolipoprotein E ( APOE epsilon4 ) , the strongest genetic risk factor for late onset Alzheimer's disease .",APOE epsilon4,apoe epsilon4,gene,risk_factor_of,Alzheimer's disease,alzheimer's disease,disease
924,This study aims to examine whether the association between Apolipoprotein E ( APOE ) epsilon4 zygosity and cognition function is modified between midlife and old age .,APOE,apoe,gene,abbreviation_for,Apolipoprotein E,apolipoprotein e,gene
